env,seed,lam,delta_exact,delta_learned,eps_score,delta_M,exact_decision,learned_decision,preserved
Env2_Sokoban,0,1.337,-0.6535366170000001,-0.6274391326324265,0.026097484367573642,-0.6535366170000001,safe,safe,True
Env2_Sokoban,0,1.338,-0.6540680580000001,-0.627951847214556,0.026116210785444127,-0.6540680580000001,safe,safe,True
Env2_Sokoban,0,1.339,-0.6545994990000001,-0.6284645617966854,0.026134937203314723,-0.6545994990000001,safe,safe,True
Env2_Sokoban,0,1.34,-0.6551309400000002,-0.628977276378815,0.026153663621185208,-0.6551309400000002,safe,safe,True
Env2_Sokoban,0,1.341,-0.6556623810000001,-0.6294899909609445,0.026172390039055582,-0.6556623810000001,safe,safe,True
Env2_Sokoban,0,1.342,-0.6561938220000002,-0.630002705543074,0.026191116456926178,-0.6561938220000002,safe,safe,True
Env2_Sokoban,0,1.343,-0.6567252630000001,-0.6305154201252035,0.026209842874796663,-0.6567252630000001,safe,safe,True
Env2_Sokoban,0,1.344,-0.6572567040000001,-0.631028134707333,0.026228569292667148,-0.6572567040000001,safe,safe,True
Env2_Sokoban,0,1.345,-0.6577881450000002,-0.6315408492894624,0.026247295710537744,-0.6577881450000002,safe,safe,True
Env2_Sokoban,0,1.346,-0.6583195860000002,-0.632053563871592,0.02626602212840823,-0.6583195860000002,safe,safe,True
Env2_Sokoban,0,1.347,-0.6588510270000001,-0.6325662784537214,0.026284748546278713,-0.6588510270000001,safe,safe,True
Env2_Sokoban,0,1.348,-0.6593824680000002,-0.6330789930358509,0.02630347496414931,-0.6593824680000002,safe,safe,True
Env2_Sokoban,0,1.349,-0.6599139090000001,-0.6335917076179803,0.026322201382019794,-0.6599139090000001,safe,safe,True
Env2_Sokoban,0,1.35,-0.6604453500000002,-0.63410442220011,0.026340927799890168,-0.6604453500000002,safe,safe,True
Env2_Sokoban,0,1.351,-0.6609767910000002,-0.6346171367822394,0.026359654217760764,-0.6609767910000002,safe,safe,True
Env2_Sokoban,0,1.352,-0.6615082320000002,-0.635129851364369,0.02637838063563125,-0.6615082320000002,safe,safe,True
Env2_Sokoban,0,1.353,-0.6620396730000001,-0.6356425659464984,0.026397107053501734,-0.6620396730000001,safe,safe,True
Env2_Sokoban,0,1.354,-0.6625711140000001,-0.6361552805286279,0.02641583347137222,-0.6625711140000001,safe,safe,True
Env2_Sokoban,0,1.355,-0.6631025550000001,-0.6366679951107573,0.026434559889242815,-0.6631025550000001,safe,safe,True
Env2_Sokoban,0,1.356,-0.6636339960000002,-0.6371807096928869,0.0264532863071133,-0.6636339960000002,safe,safe,True
Env2_Sokoban,0,1.357,-0.6641654370000001,-0.6376934242750163,0.026472012724983784,-0.6641654370000001,safe,safe,True
Env2_Sokoban,0,1.358,-0.6646968780000002,-0.6382061388571459,0.02649073914285427,-0.6646968780000002,safe,safe,True
Env2_Sokoban,0,1.359,-0.6652283190000001,-0.6387188534392754,0.026509465560724754,-0.6652283190000001,safe,safe,True
Env2_Sokoban,0,1.36,-0.6657597600000001,-0.6392315680214049,0.02652819197859524,-0.6657597600000001,safe,safe,True
Env2_Sokoban,0,1.361,-0.6662912010000002,-0.6397442826035343,0.026546918396465835,-0.6662912010000002,safe,safe,True
Env2_Sokoban,0,1.362,-0.6668226420000002,-0.6402569971856639,0.02656564481433632,-0.6668226420000002,safe,safe,True
Env2_Sokoban,0,1.363,-0.6673540830000001,-0.6407697117677933,0.026584371232206805,-0.6673540830000001,safe,safe,True
Env2_Sokoban,0,1.364,-0.6678855240000002,-0.6412824263499228,0.0266030976500774,-0.6678855240000002,safe,safe,True
Env2_Sokoban,0,1.365,-0.6684169650000001,-0.6417951409320523,0.026621824067947886,-0.6684169650000001,safe,safe,True
Env2_Sokoban,0,1.366,-0.6689484060000002,-0.6423078555141818,0.02664055048581837,-0.6689484060000002,safe,safe,True
Env2_Sokoban,0,1.367,-0.6694798470000002,-0.6428205700963113,0.026659276903688855,-0.6694798470000002,safe,safe,True
Env2_Sokoban,0,1.368,-0.6700112880000002,-0.6433332846784409,0.02667800332155934,-0.6700112880000002,safe,safe,True
Env2_Sokoban,0,1.369,-0.6705427290000001,-0.6438459992605703,0.026696729739429825,-0.6705427290000001,safe,safe,True
Env2_Sokoban,0,1.37,-0.6710741700000001,-0.6443587138426998,0.02671545615730031,-0.6710741700000001,safe,safe,True
Env2_Sokoban,0,1.371,-0.6716056110000002,-0.6448714284248293,0.026734182575170906,-0.6716056110000002,safe,safe,True
Env2_Sokoban,0,1.372,-0.6721370520000002,-0.6453841430069588,0.02675290899304139,-0.6721370520000002,safe,safe,True
Env2_Sokoban,0,1.373,-0.6726684930000001,-0.6458968575890882,0.026771635410911876,-0.6726684930000001,safe,safe,True
Env2_Sokoban,0,1.374,-0.6731999340000002,-0.6464095721712178,0.026790361828782472,-0.6731999340000002,safe,safe,True
Env2_Sokoban,0,1.375,-0.6737313750000001,-0.6469222867533472,0.026809088246652957,-0.6737313750000001,safe,safe,True
Env2_Sokoban,0,1.376,-0.674262816,-0.6474350013354767,0.02682781466452333,-0.674262816,safe,safe,True
Env2_Sokoban,0,1.377,-0.6747942570000002,-0.6479477159176062,0.026846541082393927,-0.6747942570000002,safe,safe,True
Env2_Sokoban,0,1.378,-0.6753256980000001,-0.6484604304997357,0.02686526750026441,-0.6753256980000001,safe,safe,True
Env2_Sokoban,0,1.379,-0.6758571390000001,-0.6489731450818652,0.026883993918134896,-0.6758571390000001,safe,safe,True
Env2_Sokoban,0,1.38,-0.6763885800000001,-0.6494858596639946,0.026902720336005492,-0.6763885800000001,safe,safe,True
Env2_Sokoban,0,1.381,-0.6769200210000001,-0.6499985742461242,0.026921446753875977,-0.6769200210000001,safe,safe,True
Env2_Sokoban,0,1.382,-0.6774514620000001,-0.6505112888282536,0.026940173171746462,-0.6774514620000001,safe,safe,True
Env2_Sokoban,0,1.383,-0.6779829030000001,-0.6510240034103831,0.026958899589616947,-0.6779829030000001,safe,safe,True
Env2_Sokoban,0,1.384,-0.6785143440000001,-0.6515367179925127,0.026977626007487432,-0.6785143440000001,safe,safe,True
Env2_Sokoban,0,1.385,-0.6790457850000001,-0.6520494325746422,0.026996352425357917,-0.6790457850000001,safe,safe,True
Env2_Sokoban,0,1.386,-0.679577226,-0.6525621471567716,0.0270150788432284,-0.679577226,safe,safe,True
Env2_Sokoban,0,1.387,-0.6801086670000002,-0.6530748617389012,0.027033805261098998,-0.6801086670000002,safe,safe,True
Env2_Sokoban,0,1.388,-0.6806401080000001,-0.6535875763210306,0.027052531678969483,-0.6806401080000001,safe,safe,True
Env2_Sokoban,0,1.389,-0.6811715490000001,-0.6541002909031601,0.027071258096839967,-0.6811715490000001,safe,safe,True
Env2_Sokoban,0,1.39,-0.6817029900000001,-0.6546130054852896,0.027089984514710563,-0.6817029900000001,safe,safe,True
Env2_Sokoban,0,1.391,-0.6822344310000001,-0.6551257200674191,0.027108710932581048,-0.6822344310000001,safe,safe,True
Env2_Sokoban,0,1.392,-0.682765872,-0.6556384346495485,0.027127437350451533,-0.682765872,safe,safe,True
Env2_Sokoban,0,1.393,-0.6832973130000002,-0.6561511492316782,0.027146163768322018,-0.6832973130000002,safe,safe,True
Env2_Sokoban,0,1.394,-0.6838287540000001,-0.6566638638138076,0.027164890186192503,-0.6838287540000001,safe,safe,True
Env2_Sokoban,0,1.395,-0.6843601950000001,-0.6571765783959371,0.027183616604062988,-0.6843601950000001,safe,safe,True
Env2_Sokoban,0,1.396,-0.6848916360000001,-0.6576892929780666,0.027202343021933584,-0.6848916360000001,safe,safe,True
Env2_Sokoban,0,1.397,-0.6854230770000002,-0.6582020075601961,0.02722106943980407,-0.6854230770000002,safe,safe,True
Env2_Sokoban,0,1.398,-0.6859545180000001,-0.6587147221423255,0.027239795857674554,-0.6859545180000001,safe,safe,True
Env2_Sokoban,0,1.399,-0.6864859590000001,-0.659227436724455,0.02725852227554504,-0.6864859590000001,safe,safe,True
Env2_Sokoban,0,1.4,-0.6870174000000001,-0.6597401513065845,0.027277248693415634,-0.6870174000000001,safe,safe,True
Env2_Sokoban,0,1.401,-0.6875488410000001,-0.6602528658887141,0.02729597511128601,-0.6875488410000001,safe,safe,True
Env2_Sokoban,0,1.402,-0.688080282,-0.6607655804708435,0.027314701529156493,-0.688080282,safe,safe,True
Env2_Sokoban,0,1.403,-0.6886117230000002,-0.6612782950529731,0.02733342794702709,-0.6886117230000002,safe,safe,True
Env2_Sokoban,0,1.404,-0.6891431640000001,-0.6617910096351025,0.027352154364897574,-0.6891431640000001,safe,safe,True
Env2_Sokoban,0,1.405,-0.6896746050000001,-0.662303724217232,0.02737088078276806,-0.6896746050000001,safe,safe,True
Env2_Sokoban,0,1.406,-0.6902060460000001,-0.6628164387993615,0.027389607200638655,-0.6902060460000001,safe,safe,True
Env2_Sokoban,0,1.407,-0.6907374870000001,-0.663329153381491,0.02740833361850914,-0.6907374870000001,safe,safe,True
Env2_Sokoban,0,1.408,-0.6912689280000001,-0.6638418679636204,0.027427060036379625,-0.6912689280000001,safe,safe,True
Env2_Sokoban,0,1.409,-0.6918003690000002,-0.66435458254575,0.02744578645425022,-0.6918003690000002,safe,safe,True
Env2_Sokoban,0,1.41,-0.6923318100000001,-0.6648672971278795,0.027464512872120594,-0.6923318100000001,safe,safe,True
Env2_Sokoban,0,1.411,-0.6928632510000001,-0.665380011710009,0.02748323928999108,-0.6928632510000001,safe,safe,True
Env2_Sokoban,0,1.412,-0.6933946920000001,-0.6658927262921385,0.027501965707861675,-0.6933946920000001,safe,safe,True
Env2_Sokoban,0,1.413,-0.6939261330000002,-0.666405440874268,0.02752069212573216,-0.6939261330000002,safe,safe,True
Env2_Sokoban,0,1.414,-0.6944575740000001,-0.6669181554563974,0.027539418543602645,-0.6944575740000001,safe,safe,True
Env2_Sokoban,0,1.415,-0.6949890150000001,-0.667430870038527,0.02755814496147313,-0.6949890150000001,safe,safe,True
Env2_Sokoban,0,1.416,-0.6955204560000001,-0.6679435846206564,0.027576871379343726,-0.6955204560000001,safe,safe,True
Env2_Sokoban,0,1.417,-0.6960518970000001,-0.6684562992027859,0.02759559779721421,-0.6960518970000001,safe,safe,True
Env2_Sokoban,0,1.418,-0.696583338,-0.6689690137849154,0.027614324215084696,-0.696583338,safe,safe,True
Env2_Sokoban,0,1.419,-0.6971147790000002,-0.669481728367045,0.02763305063295518,-0.6971147790000002,safe,safe,True
Env2_Sokoban,0,1.42,-0.6976462200000001,-0.6699944429491744,0.027651777050825666,-0.6976462200000001,safe,safe,True
Env2_Sokoban,0,1.421,-0.6981776610000001,-0.670507157531304,0.02767050346869615,-0.6981776610000001,safe,safe,True
Env2_Sokoban,0,1.422,-0.6987091020000001,-0.6710198721134334,0.027689229886566746,-0.6987091020000001,safe,safe,True
Env2_Sokoban,0,1.423,-0.6992405430000002,-0.6715325866955629,0.02770795630443723,-0.6992405430000002,safe,safe,True
Env2_Sokoban,0,1.424,-0.6997719840000001,-0.6720453012776924,0.027726682722307716,-0.6997719840000001,safe,safe,True
Env2_Sokoban,0,1.425,-0.7003034250000002,-0.6725580158598219,0.027745409140178312,-0.7003034250000002,safe,safe,True
Env2_Sokoban,0,1.426,-0.7008348660000001,-0.6730707304419513,0.027764135558048797,-0.7008348660000001,safe,safe,True
Env2_Sokoban,0,1.427,-0.7013663070000001,-0.673583445024081,0.02778286197591917,-0.7013663070000001,safe,safe,True
Env2_Sokoban,0,1.428,-0.7018977480000002,-0.6740961596062104,0.027801588393789767,-0.7018977480000002,safe,safe,True
Env2_Sokoban,0,1.429,-0.7024291890000002,-0.6746088741883399,0.02782031481166025,-0.7024291890000002,safe,safe,True
Env2_Sokoban,0,1.43,-0.7029606300000001,-0.6751215887704693,0.027839041229530737,-0.7029606300000001,safe,safe,True
Env2_Sokoban,0,1.431,-0.7034920710000001,-0.6756343033525989,0.02785776764740122,-0.7034920710000001,safe,safe,True
Env2_Sokoban,0,1.432,-0.7040235120000001,-0.6761470179347283,0.027876494065271817,-0.7040235120000001,safe,safe,True
Env2_Sokoban,0,1.433,-0.7045549530000002,-0.6766597325168578,0.027895220483142302,-0.7045549530000002,safe,safe,True
Env2_Sokoban,0,1.434,-0.7050863940000001,-0.6771724470989873,0.027913946901012787,-0.7050863940000001,safe,safe,True
Env2_Sokoban,0,1.435,-0.7056178350000002,-0.6776851616811168,0.027932673318883383,-0.7056178350000002,safe,safe,True
Env2_Sokoban,0,1.436,-0.7061492760000001,-0.6781978762632463,0.027951399736753757,-0.7061492760000001,safe,safe,True
Env2_Sokoban,0,1.437,-0.7066807170000001,-0.6787105908453759,0.027970126154624242,-0.7066807170000001,safe,safe,True
Env2_Sokoban,0,1.438,-0.7072121580000001,-0.6792233054275053,0.027988852572494838,-0.7072121580000001,safe,safe,True
Env2_Sokoban,0,1.439,-0.7077435990000002,-0.6797360200096348,0.028007578990365323,-0.7077435990000002,safe,safe,True
Env2_Sokoban,0,1.44,-0.7082750400000001,-0.6802487345917643,0.028026305408235808,-0.7082750400000001,safe,safe,True
Env2_Sokoban,0,1.441,-0.7088064810000002,-0.6807614491738938,0.028045031826106404,-0.7088064810000002,safe,safe,True
Env2_Sokoban,0,1.442,-0.7093379220000001,-0.6812741637560232,0.02806375824397689,-0.7093379220000001,safe,safe,True
Env2_Sokoban,0,1.443,-0.7098693630000001,-0.6817868783381528,0.028082484661847373,-0.7098693630000001,safe,safe,True
Env2_Sokoban,0,1.444,-0.7104008040000002,-0.6822995929202822,0.02810121107971797,-0.7104008040000002,safe,safe,True
Env2_Sokoban,0,1.445,-0.7109322450000002,-0.6828123075024118,0.028119937497588343,-0.7109322450000002,safe,safe,True
Env2_Sokoban,0,1.446,-0.7114636860000001,-0.6833250220845413,0.028138663915458828,-0.7114636860000001,safe,safe,True
Env2_Sokoban,0,1.447,-0.7119951270000001,-0.6838377366666708,0.028157390333329313,-0.7119951270000001,safe,safe,True
Env2_Sokoban,0,1.448,-0.7125265680000001,-0.6843504512488002,0.02817611675119991,-0.7125265680000001,safe,safe,True
Env2_Sokoban,0,1.449,-0.7130580090000002,-0.6848631658309298,0.028194843169070394,-0.7130580090000002,safe,safe,True
Env2_Sokoban,0,1.45,-0.7135894500000001,-0.6853758804130592,0.02821356958694088,-0.7135894500000001,safe,safe,True
Env2_Sokoban,0,1.451,-0.7141208910000002,-0.6858885949951887,0.028232296004811475,-0.7141208910000002,safe,safe,True
Env2_Sokoban,0,1.452,-0.7146523320000001,-0.6864013095773182,0.02825102242268196,-0.7146523320000001,safe,safe,True
Env2_Sokoban,0,1.453,-0.7151837730000001,-0.6869140241594478,0.028269748840552333,-0.7151837730000001,safe,safe,True
Env2_Sokoban,0,1.454,-0.7157152140000002,-0.6874267387415772,0.02828847525842293,-0.7157152140000002,safe,safe,True
Env2_Sokoban,0,1.455,-0.7162466550000002,-0.6879394533237068,0.028307201676293414,-0.7162466550000002,safe,safe,True
Env2_Sokoban,0,1.456,-0.7167780960000001,-0.6884521679058362,0.0283259280941639,-0.7167780960000001,safe,safe,True
Env2_Sokoban,0,1.457,-0.7173095370000002,-0.6889648824879657,0.028344654512034495,-0.7173095370000002,safe,safe,True
Env2_Sokoban,0,1.458,-0.7178409780000001,-0.6894775970700951,0.02836338092990498,-0.7178409780000001,safe,safe,True
Env2_Sokoban,0,1.459,-0.7183724190000002,-0.6899903116522247,0.028382107347775465,-0.7183724190000002,safe,safe,True
Env2_Sokoban,0,1.46,-0.7189038600000002,-0.6905030262343541,0.02840083376564606,-0.7189038600000002,safe,safe,True
Env2_Sokoban,0,1.461,-0.7194353010000002,-0.6910157408164836,0.028419560183516546,-0.7194353010000002,safe,safe,True
Env2_Sokoban,0,1.462,-0.7199667420000001,-0.6915284553986132,0.02843828660138692,-0.7199667420000001,safe,safe,True
Env2_Sokoban,0,1.463,-0.7204981830000001,-0.6920411699807427,0.028457013019257404,-0.7204981830000001,safe,safe,True
Env2_Sokoban,0,1.464,-0.7210296240000001,-0.6925538845628721,0.028475739437128,-0.7210296240000001,safe,safe,True
Env2_Sokoban,0,1.465,-0.7215610650000002,-0.6930665991450017,0.028494465854998485,-0.7215610650000002,safe,safe,True
Env2_Sokoban,0,1.466,-0.7220925060000001,-0.6935793137271311,0.02851319227286897,-0.7220925060000001,safe,safe,True
Env2_Sokoban,0,1.467,-0.7226239470000002,-0.6940920283092606,0.028531918690739566,-0.7226239470000002,safe,safe,True
Env2_Sokoban,0,1.468,-0.7231553880000001,-0.6946047428913901,0.02855064510861005,-0.7231553880000001,safe,safe,True
Env2_Sokoban,0,1.469,-0.7236868290000001,-0.6951174574735196,0.028569371526480536,-0.7236868290000001,safe,safe,True
Env2_Sokoban,0,1.47,-0.7242182700000002,-0.6956301720556491,0.02858809794435102,-0.7242182700000002,safe,safe,True
Env2_Sokoban,0,1.471,-0.7247497110000002,-0.6961428866377787,0.028606824362221506,-0.7247497110000002,safe,safe,True
Env2_Sokoban,0,1.472,-0.7252811520000001,-0.6966556012199081,0.02862555078009199,-0.7252811520000001,safe,safe,True
Env2_Sokoban,0,1.473,-0.7258125930000002,-0.6971683158020376,0.028644277197962587,-0.7258125930000002,safe,safe,True
Env2_Sokoban,0,1.474,-0.7263440340000001,-0.6976810303841671,0.02866300361583307,-0.7263440340000001,safe,safe,True
Env2_Sokoban,0,1.475,-0.7268754750000002,-0.6981937449662966,0.028681730033703556,-0.7268754750000002,safe,safe,True
Env2_Sokoban,0,1.476,-0.7274069160000002,-0.698706459548426,0.028700456451574152,-0.7274069160000002,safe,safe,True
Env2_Sokoban,0,1.477,-0.7279383570000002,-0.6992191741305556,0.028719182869444637,-0.7279383570000002,safe,safe,True
Env2_Sokoban,0,1.478,-0.7284697980000001,-0.699731888712685,0.028737909287315122,-0.7284697980000001,safe,safe,True
Env2_Sokoban,0,1.479,-0.7290012390000001,-0.7002446032948146,0.028756635705185496,-0.7290012390000001,safe,safe,True
Env2_Sokoban,0,1.48,-0.7295326800000002,-0.7007573178769441,0.028775362123056092,-0.7295326800000002,safe,safe,True
Env2_Sokoban,0,1.481,-0.7300641210000002,-0.7012700324590736,0.028794088540926577,-0.7300641210000002,safe,safe,True
Env2_Sokoban,0,1.482,-0.7305955620000001,-0.701782747041203,0.02881281495879706,-0.7305955620000001,safe,safe,True
Env2_Sokoban,0,1.483,-0.7311270030000002,-0.7022954616233326,0.028831541376667658,-0.7311270030000002,safe,safe,True
Env2_Sokoban,0,1.484,-0.7316584440000001,-0.702808176205462,0.028850267794538142,-0.7316584440000001,safe,safe,True
Env2_Sokoban,0,1.485,-0.7321898850000002,-0.7033208907875915,0.028868994212408627,-0.7321898850000002,safe,safe,True
Env2_Sokoban,0,1.486,-0.7327213260000002,-0.703833605369721,0.028887720630279223,-0.7327213260000002,safe,safe,True
Env2_Sokoban,0,1.487,-0.7332527670000002,-0.7043463199518506,0.028906447048149597,-0.7332527670000002,safe,safe,True
Env2_Sokoban,0,1.488,-0.7337842080000001,-0.70485903453398,0.028925173466020082,-0.7337842080000001,safe,safe,True
Env2_Sokoban,0,1.489,-0.7343156490000002,-0.7053717491161096,0.028943899883890678,-0.7343156490000002,safe,safe,True
Env2_Sokoban,0,1.49,-0.7348470900000001,-0.705884463698239,0.028962626301761163,-0.7348470900000001,safe,safe,True
Env2_Sokoban,0,1.491,-0.7353785310000002,-0.7063971782803685,0.028981352719631648,-0.7353785310000002,safe,safe,True
Env2_Sokoban,0,1.492,-0.7359099720000002,-0.706909892862498,0.029000079137502244,-0.7359099720000002,safe,safe,True
Env2_Sokoban,0,1.493,-0.7364414130000002,-0.7074226074446275,0.02901880555537273,-0.7364414130000002,safe,safe,True
Env2_Sokoban,0,1.494,-0.7369728540000001,-0.7079353220267569,0.029037531973243214,-0.7369728540000001,safe,safe,True
Env2_Sokoban,0,1.495,-0.7375042950000001,-0.7084480366088864,0.0290562583911137,-0.7375042950000001,safe,safe,True
Env2_Sokoban,0,1.496,-0.7380357360000002,-0.708960751191016,0.029074984808984183,-0.7380357360000002,safe,safe,True
Env2_Sokoban,0,1.497,-0.7385671770000002,-0.7094734657731455,0.029093711226854668,-0.7385671770000002,safe,safe,True
Env2_Sokoban,0,1.498,-0.7390986180000001,-0.7099861803552749,0.029112437644725153,-0.7390986180000001,safe,safe,True
Env2_Sokoban,0,1.499,-0.7396300590000002,-0.7104988949374045,0.02913116406259575,-0.7396300590000002,safe,safe,True
Env2_Sokoban,0,1.5,-0.7401615000000001,-0.7110116095195339,0.029149890480466234,-0.7401615000000001,safe,safe,True
Env2_Sokoban,1,0.0,0.05699999999999997,0.06458832144737242,0.007588321447372454,0.05699999999999997,decoy,decoy,True
Env2_Sokoban,1,0.001,0.05646855899999997,0.0640754671586721,0.0076069081586721335,0.05646855899999997,decoy,decoy,True
Env2_Sokoban,1,0.002,0.055937117999999966,0.06356261286997178,0.007625494869971813,0.055937117999999966,decoy,decoy,True
Env2_Sokoban,1,0.003,0.055405676999999966,0.06304975858127145,0.007644081581271479,0.055405676999999966,decoy,decoy,True
Env2_Sokoban,1,0.004,0.054874235999999965,0.06253690429257112,0.007662668292571159,0.054874235999999965,decoy,decoy,True
Env2_Sokoban,1,0.005,0.054342794999999965,0.062024050003870804,0.007681255003870839,0.054342794999999965,decoy,decoy,True
Env2_Sokoban,1,0.006,0.053811353999999964,0.06151119571517048,0.007699841715170519,0.053811353999999964,decoy,decoy,True
Env2_Sokoban,1,0.007,0.05327991299999997,0.060998341426470155,0.007718428426470185,0.05327991299999997,decoy,decoy,True
Env2_Sokoban,1,0.008,0.05274847199999997,0.060485487137769835,0.007737015137769865,0.05274847199999997,decoy,decoy,True
Env2_Sokoban,1,0.009,0.05221703099999997,0.05997263284906951,0.007755601849069538,0.05221703099999997,decoy,decoy,True
Env2_Sokoban,1,0.01,0.05168558999999997,0.059459778560369186,0.007774188560369218,0.05168558999999997,decoy,decoy,True
Env2_Sokoban,1,0.011,0.05115414899999997,0.058946924271668866,0.0077927752716688975,0.05115414899999997,decoy,decoy,True
Env2_Sokoban,1,0.012,0.05062270799999997,0.05843406998296854,0.00781136198296857,0.05062270799999997,decoy,decoy,True
Env2_Sokoban,1,0.013,0.05009126699999997,0.05792121569426822,0.00782994869426825,0.05009126699999997,decoy,decoy,True
Env2_Sokoban,1,0.014,0.04955982599999997,0.05740836140556789,0.007848535405567923,0.04955982599999997,decoy,decoy,True
Env2_Sokoban,1,0.015,0.049028384999999966,0.05689550711686757,0.007867122116867603,0.049028384999999966,decoy,decoy,True
Env2_Sokoban,1,0.016,0.048496943999999965,0.05638265282816724,0.007885708828167276,0.048496943999999965,decoy,decoy,True
Env2_Sokoban,1,0.017,0.047965502999999965,0.05586979853946692,0.007904295539466956,0.047965502999999965,decoy,decoy,True
Env2_Sokoban,1,0.018,0.04743406199999997,0.05535694425076659,0.007922882250766622,0.04743406199999997,decoy,decoy,True
Env2_Sokoban,1,0.019,0.046902620999999964,0.05484408996206627,0.007941468962066309,0.046902620999999964,decoy,decoy,True
Env2_Sokoban,1,0.02,0.04637117999999997,0.05433123567336595,0.007960055673365982,0.04637117999999997,decoy,decoy,True
Env2_Sokoban,1,0.021,0.04583973899999996,0.053818381384665624,0.007978642384665662,0.04583973899999996,decoy,decoy,True
Env2_Sokoban,1,0.022,0.04530829799999997,0.053305527095965304,0.007997229095965334,0.04530829799999997,decoy,decoy,True
Env2_Sokoban,1,0.023,0.04477685699999997,0.052792672807264976,0.008015815807265007,0.04477685699999997,decoy,decoy,True
Env2_Sokoban,1,0.024,0.04424541599999997,0.052279818518564655,0.008034402518564687,0.04424541599999997,decoy,decoy,True
Env2_Sokoban,1,0.025,0.04371397499999997,0.051766964229864335,0.008052989229864367,0.04371397499999997,decoy,decoy,True
Env2_Sokoban,1,0.026,0.04318253399999997,0.05125410994116401,0.00807157594116404,0.04318253399999997,decoy,decoy,True
Env2_Sokoban,1,0.027,0.042651092999999966,0.050741255652463686,0.00809016265246372,0.042651092999999966,decoy,decoy,True
Env2_Sokoban,1,0.028,0.042119651999999966,0.05022840136376336,0.008108749363763393,0.042119651999999966,decoy,decoy,True
Env2_Sokoban,1,0.029,0.041588210999999965,0.04971554707506304,0.008127336075063073,0.041588210999999965,decoy,decoy,True
Env2_Sokoban,1,0.03,0.041056769999999965,0.04920269278636272,0.008145922786362753,0.041056769999999965,decoy,decoy,True
Env2_Sokoban,1,0.031,0.040525328999999964,0.04868983849766239,0.008164509497662426,0.040525328999999964,decoy,decoy,True
Env2_Sokoban,1,0.032,0.039993887999999964,0.04817698420896206,0.008183096208962098,0.039993887999999964,decoy,decoy,True
Env2_Sokoban,1,0.033,0.03946244699999997,0.04766412992026174,0.008201682920261771,0.03946244699999997,decoy,decoy,True
Env2_Sokoban,1,0.034,0.03893100599999996,0.04715127563156142,0.008220269631561458,0.03893100599999996,decoy,decoy,True
Env2_Sokoban,1,0.035,0.03839956499999997,0.04663842134286109,0.008238856342861124,0.03839956499999997,decoy,decoy,True
Env2_Sokoban,1,0.036,0.03786812399999997,0.04612556705416077,0.008257443054160804,0.03786812399999997,decoy,decoy,True
Env2_Sokoban,1,0.037,0.03733668299999997,0.045612712765460445,0.008276029765460477,0.03733668299999997,decoy,decoy,True
Env2_Sokoban,1,0.038,0.03680524199999997,0.045099858476760124,0.008294616476760157,0.03680524199999997,decoy,decoy,True
Env2_Sokoban,1,0.039,0.03627380099999997,0.0445870041880598,0.008313203188059837,0.03627380099999997,decoy,decoy,True
Env2_Sokoban,1,0.04,0.035742359999999966,0.04407414989935948,0.008331789899359517,0.035742359999999966,decoy,decoy,True
Env2_Sokoban,1,0.041,0.035210918999999966,0.043561295610659155,0.00835037661065919,0.035210918999999966,decoy,decoy,True
Env2_Sokoban,1,0.042,0.034679477999999965,0.04304844132195883,0.008368963321958862,0.034679477999999965,decoy,decoy,True
Env2_Sokoban,1,0.043,0.034148036999999964,0.04253558703325851,0.008387550033258542,0.034148036999999964,decoy,decoy,True
Env2_Sokoban,1,0.044,0.03361659599999997,0.042022732744558186,0.008406136744558215,0.03361659599999997,decoy,decoy,True
Env2_Sokoban,1,0.045,0.03308515499999996,0.041509878455857865,0.008424723455857902,0.03308515499999996,decoy,decoy,True
Env2_Sokoban,1,0.046,0.03255371399999997,0.04099702416715754,0.008443310167157568,0.03255371399999997,decoy,decoy,True
Env2_Sokoban,1,0.047,0.03202227299999996,0.04048416987845721,0.008461896878457248,0.03202227299999996,decoy,decoy,True
Env2_Sokoban,1,0.048,0.03149083199999997,0.03997131558975689,0.00848048358975692,0.03149083199999997,decoy,decoy,True
Env2_Sokoban,1,0.049,0.030959390999999965,0.03945846130105657,0.008499070301056604,0.030959390999999965,decoy,decoy,True
Env2_Sokoban,1,0.05,0.030427949999999964,0.03894560701235624,0.008517657012356277,0.030427949999999964,decoy,decoy,True
Env2_Sokoban,1,0.051,0.029896508999999967,0.03843275272365592,0.008536243723655954,0.029896508999999967,decoy,decoy,True
Env2_Sokoban,1,0.052,0.029365067999999966,0.03791989843495559,0.008554830434955626,0.029365067999999966,decoy,decoy,True
Env2_Sokoban,1,0.053,0.028833626999999966,0.03740704414625527,0.008573417146255306,0.028833626999999966,decoy,decoy,True
Env2_Sokoban,1,0.054,0.028302185999999965,0.03689418985755495,0.008592003857554986,0.028302185999999965,decoy,decoy,True
Env2_Sokoban,1,0.055,0.027770744999999965,0.036381335568854624,0.008610590568854659,0.027770744999999965,decoy,decoy,True
Env2_Sokoban,1,0.056,0.027239303999999964,0.035868481280154296,0.008629177280154332,0.027239303999999964,decoy,decoy,True
Env2_Sokoban,1,0.057,0.026707862999999964,0.035355626991453976,0.008647763991454012,0.026707862999999964,decoy,decoy,True
Env2_Sokoban,1,0.058,0.026176421999999963,0.034842772702753655,0.008666350702753692,0.026176421999999963,decoy,decoy,True
